"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","GDPHRWKD","TOT","IDX2015","A","1976",49.633201,
"G-7","GDPHRWKD","TOT","IDX2015","A","1977",51.007408,
"G-7","GDPHRWKD","TOT","IDX2015","A","1978",52.467962,
"G-7","GDPHRWKD","TOT","IDX2015","A","1979",53.631345,
"G-7","GDPHRWKD","TOT","IDX2015","A","1980",54.076766,
"G-7","GDPHRWKD","TOT","IDX2015","A","1981",55.489177,
"G-7","GDPHRWKD","TOT","IDX2015","A","1982",56.038849,
"G-7","GDPHRWKD","TOT","IDX2015","A","1983",57.560774,
"G-7","GDPHRWKD","TOT","IDX2015","A","1984",59.040667,
"G-7","GDPHRWKD","TOT","IDX2015","A","1985",60.640363,
"G-7","GDPHRWKD","TOT","IDX2015","A","1986",61.912203,
"G-7","GDPHRWKD","TOT","IDX2015","A","1987",63.069706,
"G-7","GDPHRWKD","TOT","IDX2015","A","1988",64.576036,
"G-7","GDPHRWKD","TOT","IDX2015","A","1989",66.034533,
"G-7","GDPHRWKD","TOT","IDX2015","A","1990",67.649351,
"G-7","GDPHRWKD","TOT","IDX2015","A","1991",68.852468,
"G-7","GDPHRWKD","TOT","IDX2015","A","1992",70.77263,
"G-7","GDPHRWKD","TOT","IDX2015","A","1993",71.864587,
"G-7","GDPHRWKD","TOT","IDX2015","A","1994",73.120364,
"G-7","GDPHRWKD","TOT","IDX2015","A","1995",74.187821,
"G-7","GDPHRWKD","TOT","IDX2015","A","1996",75.611857,
"G-7","GDPHRWKD","TOT","IDX2015","A","1997",77.136612,
"G-7","GDPHRWKD","TOT","IDX2015","A","1998",78.645017,
"G-7","GDPHRWKD","TOT","IDX2015","A","1999",80.69064,
"G-7","GDPHRWKD","TOT","IDX2015","A","2000",83.002981,
"G-7","GDPHRWKD","TOT","IDX2015","A","2001",84.623104,
"G-7","GDPHRWKD","TOT","IDX2015","A","2002",86.42525,
"G-7","GDPHRWKD","TOT","IDX2015","A","2003",88.095204,
"G-7","GDPHRWKD","TOT","IDX2015","A","2004",89.902557,
"G-7","GDPHRWKD","TOT","IDX2015","A","2005",91.435672,
"G-7","GDPHRWKD","TOT","IDX2015","A","2006",92.419828,
"G-7","GDPHRWKD","TOT","IDX2015","A","2007",93.265117,
"G-7","GDPHRWKD","TOT","IDX2015","A","2008",93.615734,
"G-7","GDPHRWKD","TOT","IDX2015","A","2009",94.204706,
"G-7","GDPHRWKD","TOT","IDX2015","A","2010",96.441449,
"G-7","GDPHRWKD","TOT","IDX2015","A","2011",97.047441,
"G-7","GDPHRWKD","TOT","IDX2015","A","2012",97.444926,
"G-7","GDPHRWKD","TOT","IDX2015","A","2013",98.310421,
"G-7","GDPHRWKD","TOT","IDX2015","A","2014",98.990521,
"G-7","GDPHRWKD","TOT","IDX2015","A","2015",100,
"G-7","GDPHRWKD","TOT","IDX2015","A","2016",100.281435,
"G-7","GDPHRWKD","TOT","IDX2015","A","2017",101.543763,
"G-7","GDPHRWKD","TOT","IDX2015","A","2018",102.365803,
"G-7","GDPHRWKD","TOT","IDX2015","A","2019",103.45916,
"EA19","GDPHRWKD","TOT","IDX2015","A","1995",81.188425,
"EA19","GDPHRWKD","TOT","IDX2015","A","1996",82.073673,
"EA19","GDPHRWKD","TOT","IDX2015","A","1997",83.607653,
"EA19","GDPHRWKD","TOT","IDX2015","A","1998",84.494936,
"EA19","GDPHRWKD","TOT","IDX2015","A","1999",85.661733,
"EA19","GDPHRWKD","TOT","IDX2015","A","2000",87.708788,
"EA19","GDPHRWKD","TOT","IDX2015","A","2001",89.015125,
"EA19","GDPHRWKD","TOT","IDX2015","A","2002",89.775327,
"EA19","GDPHRWKD","TOT","IDX2015","A","2003",90.20982,
"EA19","GDPHRWKD","TOT","IDX2015","A","2004",91.292549,
"EA19","GDPHRWKD","TOT","IDX2015","A","2005",92.112707,
"EA19","GDPHRWKD","TOT","IDX2015","A","2006",93.404179,
"EA19","GDPHRWKD","TOT","IDX2015","A","2007",94.244317,
"EA19","GDPHRWKD","TOT","IDX2015","A","2008",93.96358,
"EA19","GDPHRWKD","TOT","IDX2015","A","2009",92.922414,
"EA19","GDPHRWKD","TOT","IDX2015","A","2010",95.289575,
"EA19","GDPHRWKD","TOT","IDX2015","A","2011",96.727327,
"EA19","GDPHRWKD","TOT","IDX2015","A","2012",97.291076,
"EA19","GDPHRWKD","TOT","IDX2015","A","2013",98.192836,
"EA19","GDPHRWKD","TOT","IDX2015","A","2014",98.924259,
"EA19","GDPHRWKD","TOT","IDX2015","A","2015",100,
"EA19","GDPHRWKD","TOT","IDX2015","A","2016",100.298365,
"EA19","GDPHRWKD","TOT","IDX2015","A","2017",101.800081,
"EA19","GDPHRWKD","TOT","IDX2015","A","2018",101.991266,
"EA19","GDPHRWKD","TOT","IDX2015","A","2019",102.408238,
